Name,CodeName,Type,TypeName,Etat,SubEtat,DES,ETA,Worlds,Engines,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands
Letter E-trema (Gold),,259,TYPE_EDU_LETTRE,0,55,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter E-trema (Gray),,259,TYPE_EDU_LETTRE,0,55,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter E-trema (Green),,259,TYPE_EDU_LETTRE,0,55,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter I-trema (Blue),MS_edul_Itrema,259,TYPE_EDU_LETTRE,0,56,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter I-trema (Red),,259,TYPE_EDU_LETTRE,0,56,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter I-trema (Brown),,259,TYPE_EDU_LETTRE,0,56,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter I-trema (Gold),,259,TYPE_EDU_LETTRE,0,56,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter I-trema (Gray),,259,TYPE_EDU_LETTRE,0,56,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter I-trema (Green),,259,TYPE_EDU_LETTRE,0,56,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter O-trema (Blue),MS_edul_Otrema,259,TYPE_EDU_LETTRE,0,57,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter O-trema (Red),,259,TYPE_EDU_LETTRE,0,57,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter O-trema (Brown),,259,TYPE_EDU_LETTRE,0,57,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter O-trema (Gold),,259,TYPE_EDU_LETTRE,0,57,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter O-trema (Gray),,259,TYPE_EDU_LETTRE,0,57,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter O-trema (Green),,259,TYPE_EDU_LETTRE,0,57,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter U-trema (Blue),MS_edul_Utrema,259,TYPE_EDU_LETTRE,0,58,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter U-trema (Red),,259,TYPE_EDU_LETTRE,0,58,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter U-trema (Brown),,259,TYPE_EDU_LETTRE,0,58,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter U-trema (Gold),,259,TYPE_EDU_LETTRE,0,58,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter U-trema (Gray),,259,TYPE_EDU_LETTRE,0,58,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter U-trema (Green),,259,TYPE_EDU_LETTRE,0,58,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Long Dash (Blue),MS_edul_longdash,259,TYPE_EDU_LETTRE,0,59,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Long Dash (Red),,259,TYPE_EDU_LETTRE,0,59,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Long Dash (Brown),,259,TYPE_EDU_LETTRE,0,59,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Long Dash (Gold),,259,TYPE_EDU_LETTRE,0,59,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Long Dash (Gray),,259,TYPE_EDU_LETTRE,0,59,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Long Dash (Green),,259,TYPE_EDU_LETTRE,0,59,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter Alpha (Blue),MS_edul_alpha,259,TYPE_EDU_LETTRE,0,60,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter Alpha (Red),,259,TYPE_EDU_LETTRE,0,60,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter Alpha (Brown),,259,TYPE_EDU_LETTRE,0,60,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter Alpha (Gold),,259,TYPE_EDU_LETTRE,0,60,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter Alpha (Gray),,259,TYPE_EDU_LETTRE,0,60,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter Alpha (Green),,259,TYPE_EDU_LETTRE,0,60,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Letter Beta (Blue),MS_edul_beta,259,TYPE_EDU_LETTRE,0,61,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Letter Beta (Red),,259,TYPE_EDU_LETTRE,0,61,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Letter Beta (Brown),,259,TYPE_EDU_LETTRE,0,61,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Letter Beta (Gold),,259,TYPE_EDU_LETTRE,0,61,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Letter Beta (Gray),,259,TYPE_EDU_LETTRE,0,61,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Letter Beta (Green),,259,TYPE_EDU_LETTRE,0,61,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Square (Blue),MS_edul_square,259,TYPE_EDU_LETTRE,0,62,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Square (Red),,259,TYPE_EDU_LETTRE,0,62,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Square (Brown),,259,TYPE_EDU_LETTRE,0,62,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Square (Gold),,259,TYPE_EDU_LETTRE,0,62,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Square (Gray),,259,TYPE_EDU_LETTRE,0,62,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Square (Green),,259,TYPE_EDU_LETTRE,0,62,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to A (Blue),MS_edul_neA,259,TYPE_EDU_LETTRE,0,63,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to A (Red),,259,TYPE_EDU_LETTRE,0,63,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to A (Brown),,259,TYPE_EDU_LETTRE,0,63,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to A (Gold),,259,TYPE_EDU_LETTRE,0,63,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to A (Gray),,259,TYPE_EDU_LETTRE,0,63,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to A (Green),,259,TYPE_EDU_LETTRE,0,63,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to B (Blue),MS_edul_neB,259,TYPE_EDU_LETTRE,0,64,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to B (Red),,259,TYPE_EDU_LETTRE,0,64,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to B (Brown),,259,TYPE_EDU_LETTRE,0,64,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to B (Gold),,259,TYPE_EDU_LETTRE,0,64,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to B (Gray),,259,TYPE_EDU_LETTRE,0,64,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to B (Green),,259,TYPE_EDU_LETTRE,0,64,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to C (Blue),MS_edul_neC,259,TYPE_EDU_LETTRE,0,65,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to C (Red),,259,TYPE_EDU_LETTRE,0,65,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to C (Brown),,259,TYPE_EDU_LETTRE,0,65,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to C (Gold),,259,TYPE_EDU_LETTRE,0,65,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to C (Gray),,259,TYPE_EDU_LETTRE,0,65,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to C (Green),,259,TYPE_EDU_LETTRE,0,65,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to D (Blue),MS_edul_neD,259,TYPE_EDU_LETTRE,0,66,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to D (Red),,259,TYPE_EDU_LETTRE,0,66,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to D (Brown),,259,TYPE_EDU_LETTRE,0,66,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to D (Gold),,259,TYPE_EDU_LETTRE,0,66,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to D (Gray),,259,TYPE_EDU_LETTRE,0,66,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to D (Green),,259,TYPE_EDU_LETTRE,0,66,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to E (Blue),MS_edul_neE,259,TYPE_EDU_LETTRE,0,67,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to E (Red),,259,TYPE_EDU_LETTRE,0,67,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to E (Brown),,259,TYPE_EDU_LETTRE,0,67,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to E (Gold),,259,TYPE_EDU_LETTRE,0,67,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to E (Gray),,259,TYPE_EDU_LETTRE,0,67,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to E (Green),,259,TYPE_EDU_LETTRE,0,67,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to F (Blue),MS_edul_neF,259,TYPE_EDU_LETTRE,0,68,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to F (Red),,259,TYPE_EDU_LETTRE,0,68,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to F (Brown),,259,TYPE_EDU_LETTRE,0,68,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to F (Gold),,259,TYPE_EDU_LETTRE,0,68,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to F (Gray),,259,TYPE_EDU_LETTRE,0,68,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to F (Green),,259,TYPE_EDU_LETTRE,0,68,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to G (Blue),MS_edul_neG,259,TYPE_EDU_LETTRE,0,69,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to G (Red),,259,TYPE_EDU_LETTRE,0,69,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to G (Brown),,259,TYPE_EDU_LETTRE,0,69,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to G (Gold),,259,TYPE_EDU_LETTRE,0,69,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to G (Gray),,259,TYPE_EDU_LETTRE,0,69,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to G (Green),,259,TYPE_EDU_LETTRE,0,69,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to H (Blue),MS_edul_neH,259,TYPE_EDU_LETTRE,0,70,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to H (Red),,259,TYPE_EDU_LETTRE,0,70,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to H (Brown),,259,TYPE_EDU_LETTRE,0,70,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to H (Gold),,259,TYPE_EDU_LETTRE,0,70,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to H (Gray),,259,TYPE_EDU_LETTRE,0,70,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to H (Green),,259,TYPE_EDU_LETTRE,0,70,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to I (Blue),MS_edul_neI,259,TYPE_EDU_LETTRE,0,71,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to I (Red),,259,TYPE_EDU_LETTRE,0,71,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to I (Brown),,259,TYPE_EDU_LETTRE,0,71,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to I (Gold),,259,TYPE_EDU_LETTRE,0,71,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to I (Gray),,259,TYPE_EDU_LETTRE,0,71,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to I (Green),,259,TYPE_EDU_LETTRE,0,71,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Symbol: Not Equal to J (Blue),MS_edul_neJ,259,TYPE_EDU_LETTRE,0,72,LETTRES,LETTRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Symbol: Not Equal to J (Red),,259,TYPE_EDU_LETTRE,0,72,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Symbol: Not Equal to J (Brown),,259,TYPE_EDU_LETTRE,0,72,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Symbol: Not Equal to J (Gold),,259,TYPE_EDU_LETTRE,0,72,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Symbol: Not Equal to J (Gray),,259,TYPE_EDU_LETTRE,0,72,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Symbol: Not Equal to J (Green),,259,TYPE_EDU_LETTRE,0,72,LETTRES,LETTRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 0 (Blue),MS_educ_0,260,TYPE_EDU_CHIFFRE,0,0,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 0 (Red),,260,TYPE_EDU_CHIFFRE,0,0,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 0 (Brown),,260,TYPE_EDU_CHIFFRE,0,0,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 0 (Gold),,260,TYPE_EDU_CHIFFRE,0,0,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 0 (Gray),,260,TYPE_EDU_CHIFFRE,0,0,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 0 (Green),,260,TYPE_EDU_CHIFFRE,0,0,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 1 (Blue),MS_educ_1,260,TYPE_EDU_CHIFFRE,0,1,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 1 (Red),,260,TYPE_EDU_CHIFFRE,0,1,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 1 (Brown),,260,TYPE_EDU_CHIFFRE,0,1,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 1 (Gold),,260,TYPE_EDU_CHIFFRE,0,1,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 1 (Gray),,260,TYPE_EDU_CHIFFRE,0,1,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 1 (Green),,260,TYPE_EDU_CHIFFRE,0,1,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 2 (Blue),MS_educ_2,260,TYPE_EDU_CHIFFRE,0,2,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 2 (Red),,260,TYPE_EDU_CHIFFRE,0,2,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 2 (Brown),,260,TYPE_EDU_CHIFFRE,0,2,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 2 (Gold),,260,TYPE_EDU_CHIFFRE,0,2,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 2 (Gray),,260,TYPE_EDU_CHIFFRE,0,2,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 2 (Green),,260,TYPE_EDU_CHIFFRE,0,2,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 3 (Blue),MS_educ_3,260,TYPE_EDU_CHIFFRE,0,3,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 3 (Red),,260,TYPE_EDU_CHIFFRE,0,3,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 3 (Brown),,260,TYPE_EDU_CHIFFRE,0,3,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 3 (Gold),,260,TYPE_EDU_CHIFFRE,0,3,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 3 (Gray),,260,TYPE_EDU_CHIFFRE,0,3,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 3 (Green),,260,TYPE_EDU_CHIFFRE,0,3,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 4 (Blue),MS_educ_4,260,TYPE_EDU_CHIFFRE,0,4,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 4 (Red),,260,TYPE_EDU_CHIFFRE,0,4,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 4 (Brown),,260,TYPE_EDU_CHIFFRE,0,4,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 4 (Gold),,260,TYPE_EDU_CHIFFRE,0,4,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 4 (Gray),,260,TYPE_EDU_CHIFFRE,0,4,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 4 (Green),,260,TYPE_EDU_CHIFFRE,0,4,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 5 (Blue),MS_educ_5,260,TYPE_EDU_CHIFFRE,0,5,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 5 (Red),,260,TYPE_EDU_CHIFFRE,0,5,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 5 (Brown),,260,TYPE_EDU_CHIFFRE,0,5,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 5 (Gold),,260,TYPE_EDU_CHIFFRE,0,5,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 5 (Gray),,260,TYPE_EDU_CHIFFRE,0,5,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 5 (Green),,260,TYPE_EDU_CHIFFRE,0,5,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 6 (Blue),MS_educ_6,260,TYPE_EDU_CHIFFRE,0,6,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 6 (Red),,260,TYPE_EDU_CHIFFRE,0,6,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 6 (Brown),,260,TYPE_EDU_CHIFFRE,0,6,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 6 (Gold),,260,TYPE_EDU_CHIFFRE,0,6,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 6 (Gray),,260,TYPE_EDU_CHIFFRE,0,6,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 6 (Green),,260,TYPE_EDU_CHIFFRE,0,6,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 7 (Blue),MS_educ_7,260,TYPE_EDU_CHIFFRE,0,7,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 7 (Red),,260,TYPE_EDU_CHIFFRE,0,7,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 7 (Brown),,260,TYPE_EDU_CHIFFRE,0,7,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 7 (Gold),,260,TYPE_EDU_CHIFFRE,0,7,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 7 (Gray),,260,TYPE_EDU_CHIFFRE,0,7,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
